REF_DATE,GEO,DGUID,Labour force characteristics,Sex,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2019-10,Ontario,2016A000235,Employment rate,Both sexes,55 years and over,Percentage,242,units,0,v2095014,7.10.1.7,38.1,,,,1
2019-11,Ontario,2016A000235,Employment rate,Both sexes,55 years and over,Percentage,242,units,0,v2095014,7.10.1.7,37.7,,,,1
2019-12,Ontario,2016A000235,Employment rate,Both sexes,55 years and over,Percentage,242,units,0,v2095014,7.10.1.7,37.6,,,,1
2020-01,Ontario,2016A000235,Employment rate,Both sexes,55 years and over,Percentage,242,units,0,v2095014,7.10.1.7,37.4,,,,1
2020-02,Ontario,2016A000235,Employment rate,Both sexes,55 years and over,Percentage,242,units,0,v2095014,7.10.1.7,37.4,,,,1
2020-03,Ontario,2016A000235,Employment rate,Both sexes,55 years and over,Percentage,242,units,0,v2095014,7.10.1.7,35.7,,,,1
2020-04,Ontario,2016A000235,Employment rate,Both sexes,55 years and over,Percentage,242,units,0,v2095014,7.10.1.7,32.9,,,,1
2019-01,Ontario,2016A000235,Employment rate,Both sexes,15 to 64 years,Percentage,242,units,0,v2095015,7.10.1.8,71.7,,,,1
2019-02,Ontario,2016A000235,Employment rate,Both sexes,15 to 64 years,Percentage,242,units,0,v2095015,7.10.1.8,72.2,,,,1
2019-03,Ontario,2016A000235,Employment rate,Both sexes,15 to 64 years,Percentage,242,units,0,v2095015,7.10.1.8,71.7,,,,1
2019-04,Ontario,2016A000235,Employment rate,Both sexes,15 to 64 years,Percentage,242,units,0,v2095015,7.10.1.8,72.4,,,,1
2019-05,Ontario,2016A000235,Employment rate,Both sexes,15 to 64 years,Percentage,242,units,0,v2095015,7.10.1.8,74.1,,,,1
2019-06,Ontario,2016A000235,Employment rate,Both sexes,15 to 64 years,Percentage,242,units,0,v2095015,7.10.1.8,74.3,,,,1
2019-07,Ontario,2016A000235,Employment rate,Both sexes,15 to 64 years,Percentage,242,units,0,v2095015,7.10.1.8,74.0,,,,1
2019-08,Ontario,2016A000235,Employment rate,Both sexes,15 to 64 years,Percentage,242,units,0,v2095015,7.10.1.8,74.2,,,,1
2019-09,Ontario,2016A000235,Employment rate,Both sexes,15 to 64 years,Percentage,242,units,0,v2095015,7.10.1.8,73.7,,,,1
2019-10,Ontario,2016A000235,Employment rate,Both sexes,15 to 64 years,Percentage,242,units,0,v2095015,7.10.1.8,73.3,,,,1
2019-11,Ontario,2016A000235,Employment rate,Both sexes,15 to 64 years,Percentage,242,units,0,v2095015,7.10.1.8,73.5,,,,1
2019-12,Ontario,2016A000235,Employment rate,Both sexes,15 to 64 years,Percentage,242,units,0,v2095015,7.10.1.8,73.4,,,,1
2020-01,Ontario,2016A000235,Employment rate,Both sexes,15 to 64 years,Percentage,242,units,0,v2095015,7.10.1.8,72.5,,,,1
2020-02,Ontario,2016A000235,Employment rate,Both sexes,15 to 64 years,Percentage,242,units,0,v2095015,7.10.1.8,72.5,,,,1
2020-03,Ontario,2016A000235,Employment rate,Both sexes,15 to 64 years,Percentage,242,units,0,v2095015,7.10.1.8,68.2,,,,1
2020-04,Ontario,2016A000235,Employment rate,Both sexes,15 to 64 years,Percentage,242,units,0,v2095015,7.10.1.8,62.2,,,,1
2019-01,Ontario,2016A000235,Employment rate,Both sexes,15 to 19 years,Percentage,242,units,0,v2095016,7.10.1.9,37.6,,,,1
2019-02,Ontario,2016A000235,Employment rate,Both sexes,15 to 19 years,Percentage,242,units,0,v2095016,7.10.1.9,37.9,,,,1
2019-03,Ontario,2016A000235,Employment rate,Both sexes,15 to 19 years,Percentage,242,units,0,v2095016,7.10.1.9,35.1,,,,1
2019-04,Ontario,2016A000235,Employment rate,Both sexes,15 to 19 years,Percentage,242,units,0,v2095016,7.10.1.9,37.4,,,,1
2019-05,Ontario,2016A000235,Employment rate,Both sexes,15 to 19 years,Percentage,242,units,0,v2095016,7.10.1.9,40.7,,,,1
2019-06,Ontario,2016A000235,Employment rate,Both sexes,15 to 19 years,Percentage,242,units,0,v2095016,7.10.1.9,43.5,,,,1
2019-07,Ontario,2016A000235,Employment rate,Both sexes,15 to 19 years,Percentage,242,units,0,v2095016,7.10.1.9,48.4,,,,1
2019-08,Ontario,2016A000235,Employment rate,Both sexes,15 to 19 years,Percentage,242,units,0,v2095016,7.10.1.9,49.0,,,,1
2019-09,Ontario,2016A000235,Employment rate,Both sexes,15 to 19 years,Percentage,242,units,0,v2095016,7.10.1.9,37.4,,,,1
2019-10,Ontario,2016A000235,Employment rate,Both sexes,15 to 19 years,Percentage,242,units,0,v2095016,7.10.1.9,35.5,,,,1
2019-11,Ontario,2016A000235,Employment rate,Both sexes,15 to 19 years,Percentage,242,units,0,v2095016,7.10.1.9,35.8,,,,1
2019-12,Ontario,2016A000235,Employment rate,Both sexes,15 to 19 years,Percentage,242,units,0,v2095016,7.10.1.9,37.0,,,,1
2020-01,Ontario,2016A000235,Employment rate,Both sexes,15 to 19 years,Percentage,242,units,0,v2095016,7.10.1.9,35.5,,,,1
2020-02,Ontario,2016A000235,Employment rate,Both sexes,15 to 19 years,Percentage,242,units,0,v2095016,7.10.1.9,34.8,,,,1
2020-03,Ontario,2016A000235,Employment rate,Both sexes,15 to 19 years,Percentage,242,units,0,v2095016,7.10.1.9,27.2,,,,1
2020-04,Ontario,2016A000235,Employment rate,Both sexes,15 to 19 years,Percentage,242,units,0,v2095016,7.10.1.9,20.5,,,,1
2019-01,Ontario,2016A000235,Employment rate,Both sexes,20 to 24 years,Percentage,242,units,0,v2095017,7.10.1.10,58.3,,,,1
2019-02,Ontario,2016A000235,Employment rate,Both sexes,20 to 24 years,Percentage,242,units,0,v2095017,7.10.1.10,60.8,,,,1
2019-03,Ontario,2016A000235,Employment rate,Both sexes,20 to 24 years,Percentage,242,units,0,v2095017,7.10.1.10,63.0,,,,1
2019-04,Ontario,2016A000235,Employment rate,Both sexes,20 to 24 years,Percentage,242,units,0,v2095017,7.10.1.10,63.8,,,,1
2019-05,Ontario,2016A000235,Employment rate,Both sexes,20 to 24 years,Percentage,242,units,0,v2095017,7.10.1.10,70.5,,,,1
2019-06,Ontario,2016A000235,Employment rate,Both sexes,20 to 24 years,Percentage,242,units,0,v2095017,7.10.1.10,70.9,,,,1
2019-07,Ontario,2016A000235,Employment rate,Both sexes,20 to 24 years,Percentage,242,units,0,v2095017,7.10.1.10,71.5,,,,1
2019-08,Ontario,2016A000235,Employment rate,Both sexes,20 to 24 years,Percentage,242,units,0,v2095017,7.10.1.10,72.8,,,,1
2019-09,Ontario,2016A000235,Employment rate,Both sexes,20 to 24 years,Percentage,242,units,0,v2095017,7.10.1.10,63.1,,,,1
2019-10,Ontario,2016A000235,Employment rate,Both sexes,20 to 24 years,Percentage,242,units,0,v2095017,7.10.1.10,64.0,,,,1
2019-11,Ontario,2016A000235,Employment rate,Both sexes,20 to 24 years,Percentage,242,units,0,v2095017,7.10.1.10,65.2,,,,1
2019-12,Ontario,2016A000235,Employment rate,Both sexes,20 to 24 years,Percentage,242,units,0,v2095017,7.10.1.10,64.3,,,,1
2020-01,Ontario,2016A000235,Employment rate,Both sexes,20 to 24 years,Percentage,242,units,0,v2095017,7.10.1.10,63.3,,,,1
2020-02,Ontario,2016A000235,Employment rate,Both sexes,20 to 24 years,Percentage,242,units,0,v2095017,7.10.1.10,64.0,,,,1
2020-03,Ontario,2016A000235,Employment rate,Both sexes,20 to 24 years,Percentage,242,units,0,v2095017,7.10.1.10,55.4,,,,1
2020-04,Ontario,2016A000235,Employment rate,Both sexes,20 to 24 years,Percentage,242,units,0,v2095017,7.10.1.10,46.3,,,,1
2019-01,Ontario,2016A000235,Employment rate,Both sexes,25 to 29 years,Percentage,242,units,0,v2095018,7.10.1.11,79.8,,,,1
2019-02,Ontario,2016A000235,Employment rate,Both sexes,25 to 29 years,Percentage,242,units,0,v2095018,7.10.1.11,80.1,,,,1
2019-03,Ontario,2016A000235,Employment rate,Both sexes,25 to 29 years,Percentage,242,units,0,v2095018,7.10.1.11,79.5,,,,1
2019-04,Ontario,2016A000235,Employment rate,Both sexes,25 to 29 years,Percentage,242,units,0,v2095018,7.10.1.11,80.0,,,,1
2019-05,Ontario,2016A000235,Employment rate,Both sexes,25 to 29 years,Percentage,242,units,0,v2095018,7.10.1.11,81.3,,,,1
2019-06,Ontario,2016A000235,Employment rate,Both sexes,25 to 29 years,Percentage,242,units,0,v2095018,7.10.1.11,80.0,,,,1
2019-07,Ontario,2016A000235,Employment rate,Both sexes,25 to 29 years,Percentage,242,units,0,v2095018,7.10.1.11,79.8,,,,1
2019-08,Ontario,2016A000235,Employment rate,Both sexes,25 to 29 years,Percentage,242,units,0,v2095018,7.10.1.11,80.3,,,,1
2019-09,Ontario,2016A000235,Employment rate,Both sexes,25 to 29 years,Percentage,242,units,0,v2095018,7.10.1.11,81.1,,,,1
2019-10,Ontario,2016A000235,Employment rate,Both sexes,25 to 29 years,Percentage,242,units,0,v2095018,7.10.1.11,81.4,,,,1
2019-11,Ontario,2016A000235,Employment rate,Both sexes,25 to 29 years,Percentage,242,units,0,v2095018,7.10.1.11,80.7,,,,1
2019-12,Ontario,2016A000235,Employment rate,Both sexes,25 to 29 years,Percentage,242,units,0,v2095018,7.10.1.11,81.5,,,,1
2020-01,Ontario,2016A000235,Employment rate,Both sexes,25 to 29 years,Percentage,242,units,0,v2095018,7.10.1.11,79.5,,,,1
2020-02,Ontario,2016A000235,Employment rate,Both sexes,25 to 29 years,Percentage,242,units,0,v2095018,7.10.1.11,79.6,,,,1
2020-03,Ontario,2016A000235,Employment rate,Both sexes,25 to 29 years,Percentage,242,units,0,v2095018,7.10.1.11,76.6,,,,1
2020-04,Ontario,2016A000235,Employment rate,Both sexes,25 to 29 years,Percentage,242,units,0,v2095018,7.10.1.11,66.6,,,,1
2019-01,Ontario,2016A000235,Employment rate,Both sexes,30 to 34 years,Percentage,242,units,0,v2095019,7.10.1.12,79.7,,,,1
2019-02,Ontario,2016A000235,Employment rate,Both sexes,30 to 34 years,Percentage,242,units,0,v2095019,7.10.1.12,80.1,,,,1
2019-03,Ontario,2016A000235,Employment rate,Both sexes,30 to 34 years,Percentage,242,units,0,v2095019,7.10.1.12,79.3,,,,1
2019-04,Ontario,2016A000235,Employment rate,Both sexes,30 to 34 years,Percentage,242,units,0,v2095019,7.10.1.12,80.7,,,,1
2019-05,Ontario,2016A000235,Employment rate,Both sexes,30 to 34 years,Percentage,242,units,0,v2095019,7.10.1.12,81.5,,,,1
2019-06,Ontario,2016A000235,Employment rate,Both sexes,30 to 34 years,Percentage,242,units,0,v2095019,7.10.1.12,82.1,,,,1
2019-07,Ontario,2016A000235,Employment rate,Both sexes,30 to 34 years,Percentage,242,units,0,v2095019,7.10.1.12,80.9,,,,1
2019-08,Ontario,2016A000235,Employment rate,Both sexes,30 to 34 years,Percentage,242,units,0,v2095019,7.10.1.12,81.0,,,,1
2019-09,Ontario,2016A000235,Employment rate,Both sexes,30 to 34 years,Percentage,242,units,0,v2095019,7.10.1.12,82.2,,,,1
2019-10,Ontario,2016A000235,Employment rate,Both sexes,30 to 34 years,Percentage,242,units,0,v2095019,7.10.1.12,82.1,,,,1
2019-11,Ontario,2016A000235,Employment rate,Both sexes,30 to 34 years,Percentage,242,units,0,v2095019,7.10.1.12,82.0,,,,1
2019-12,Ontario,2016A000235,Employment rate,Both sexes,30 to 34 years,Percentage,242,units,0,v2095019,7.10.1.12,82.4,,,,1
2020-01,Ontario,2016A000235,Employment rate,Both sexes,30 to 34 years,Percentage,242,units,0,v2095019,7.10.1.12,81.2,,,,1
2020-02,Ontario,2016A000235,Employment rate,Both sexes,30 to 34 years,Percentage,242,units,0,v2095019,7.10.1.12,80.9,,,,1
2020-03,Ontario,2016A000235,Employment rate,Both sexes,30 to 34 years,Percentage,242,units,0,v2095019,7.10.1.12,76.9,,,,1
2020-04,Ontario,2016A000235,Employment rate,Both sexes,30 to 34 years,Percentage,242,units,0,v2095019,7.10.1.12,72.6,,,,1
2019-01,Ontario,2016A000235,Employment rate,Both sexes,35 to 39 years,Percentage,242,units,0,v2095020,7.10.1.13,82.9,,,,1
2019-02,Ontario,2016A000235,Employment rate,Both sexes,35 to 39 years,Percentage,242,units,0,v2095020,7.10.1.13,84.0,,,,1
2019-03,Ontario,2016A000235,Employment rate,Both sexes,35 to 39 years,Percentage,242,units,0,v2095020,7.10.1.13,81.4,,,,1
2019-04,Ontario,2016A000235,Employment rate,Both sexes,35 to 39 years,Percentage,242,units,0,v2095020,7.10.1.13,80.8,,,,1
2019-05,Ontario,2016A000235,Employment rate,Both sexes,35 to 39 years,Percentage,242,units,0,v2095020,7.10.1.13,81.0,,,,1
2019-06,Ontario,2016A000235,Employment rate,Both sexes,35 to 39 years,Percentage,242,units,0,v2095020,7.10.1.13,80.6,,,,1
2019-07,Ontario,2016A000235,Employment rate,Both sexes,35 to 39 years,Percentage,242,units,0,v2095020,7.10.1.13,78.9,,,,1
2019-08,Ontario,2016A000235,Employment rate,Both sexes,35 to 39 years,Percentage,242,units,0,v2095020,7.10.1.13,78.6,,,,1
2019-09,Ontario,2016A000235,Employment rate,Both sexes,35 to 39 years,Percentage,242,units,0,v2095020,7.10.1.13,81.5,,,,1
2019-10,Ontario,2016A000235,Employment rate,Both sexes,35 to 39 years,Percentage,242,units,0,v2095020,7.10.1.13,82.8,,,,1
2019-11,Ontario,2016A000235,Employment rate,Both sexes,35 to 39 years,Percentage,242,units,0,v2095020,7.10.1.13,83.8,,,,1
2019-12,Ontario,2016A000235,Employment rate,Both sexes,35 to 39 years,Percentage,242,units,0,v2095020,7.10.1.13,83.0,,,,1
2020-01,Ontario,2016A000235,Employment rate,Both sexes,35 to 39 years,Percentage,242,units,0,v2095020,7.10.1.13,82.0,,,,1
2020-02,Ontario,2016A000235,Employment rate,Both sexes,35 to 39 years,Percentage,242,units,0,v2095020,7.10.1.13,83.0,,,,1
2020-03,Ontario,2016A000235,Employment rate,Both sexes,35 to 39 years,Percentage,242,units,0,v2095020,7.10.1.13,79.7,,,,1
2020-04,Ontario,2016A000235,Employment rate,Both sexes,35 to 39 years,Percentage,242,units,0,v2095020,7.10.1.13,73.5,,,,1
2019-01,Ontario,2016A000235,Employment rate,Both sexes,40 to 44 years,Percentage,242,units,0,v2095021,7.10.1.14,83.5,,,,1
2019-02,Ontario,2016A000235,Employment rate,Both sexes,40 to 44 years,Percentage,242,units,0,v2095021,7.10.1.14,84.2,,,,1
2019-03,Ontario,2016A000235,Employment rate,Both sexes,40 to 44 years,Percentage,242,units,0,v2095021,7.10.1.14,83.7,,,,1
2019-04,Ontario,2016A000235,Employment rate,Both sexes,40 to 44 years,Percentage,242,units,0,v2095021,7.10.1.14,84.7,,,,1
2019-05,Ontario,2016A000235,Employment rate,Both sexes,40 to 44 years,Percentage,242,units,0,v2095021,7.10.1.14,84.5,,,,1
2019-06,Ontario,2016A000235,Employment rate,Both sexes,40 to 44 years,Percentage,242,units,0,v2095021,7.10.1.14,85.1,,,,1
2019-07,Ontario,2016A000235,Employment rate,Both sexes,40 to 44 years,Percentage,242,units,0,v2095021,7.10.1.14,82.0,,,,1
2019-08,Ontario,2016A000235,Employment rate,Both sexes,40 to 44 years,Percentage,242,units,0,v2095021,7.10.1.14,82.3,,,,1
2019-09,Ontario,2016A000235,Employment rate,Both sexes,40 to 44 years,Percentage,242,units,0,v2095021,7.10.1.14,84.5,,,,1
2019-10,Ontario,2016A000235,Employment rate,Both sexes,40 to 44 years,Percentage,242,units,0,v2095021,7.10.1.14,84.4,,,,1
2019-11,Ontario,2016A000235,Employment rate,Both sexes,40 to 44 years,Percentage,242,units,0,v2095021,7.10.1.14,84.7,,,,1
2019-12,Ontario,2016A000235,Employment rate,Both sexes,40 to 44 years,Percentage,242,units,0,v2095021,7.10.1.14,84.4,,,,1
2020-01,Ontario,2016A000235,Employment rate,Both sexes,40 to 44 years,Percentage,242,units,0,v2095021,7.10.1.14,84.1,,,,1
2020-02,Ontario,2016A000235,Employment rate,Both sexes,40 to 44 years,Percentage,242,units,0,v2095021,7.10.1.14,82.4,,,,1
2020-03,Ontario,2016A000235,Employment rate,Both sexes,40 to 44 years,Percentage,242,units,0,v2095021,7.10.1.14,78.4,,,,1
2020-04,Ontario,2016A000235,Employment rate,Both sexes,40 to 44 years,Percentage,242,units,0,v2095021,7.10.1.14,74.3,,,,1
2019-01,Ontario,2016A000235,Employment rate,Both sexes,45 to 49 years,Percentage,242,units,0,v2095022,7.10.1.15,83.9,,,,1
2019-02,Ontario,2016A000235,Employment rate,Both sexes,45 to 49 years,Percentage,242,units,0,v2095022,7.10.1.15,83.7,,,,1
2019-03,Ontario,2016A000235,Employment rate,Both sexes,45 to 49 years,Percentage,242,units,0,v2095022,7.10.1.15,84.2,,,,1
2019-04,Ontario,2016A000235,Employment rate,Both sexes,45 to 49 years,Percentage,242,units,0,v2095022,7.10.1.15,83.3,,,,1
2019-05,Ontario,2016A000235,Employment rate,Both sexes,45 to 49 years,Percentage,242,units,0,v2095022,7.10.1.15,84.3,,,,1
2019-06,Ontario,2016A000235,Employment rate,Both sexes,45 to 49 years,Percentage,242,units,0,v2095022,7.10.1.15,85.3,,,,1
2019-07,Ontario,2016A000235,Employment rate,Both sexes,45 to 49 years,Percentage,242,units,0,v2095022,7.10.1.15,84.6,,,,1
2019-08,Ontario,2016A000235,Employment rate,Both sexes,45 to 49 years,Percentage,242,units,0,v2095022,7.10.1.15,84.4,,,,1
2019-09,Ontario,2016A000235,Employment rate,Both sexes,45 to 49 years,Percentage,242,units,0,v2095022,7.10.1.15,86.2,,,,1
2019-10,Ontario,2016A000235,Employment rate,Both sexes,45 to 49 years,Percentage,242,units,0,v2095022,7.10.1.15,85.0,,,,1
2019-11,Ontario,2016A000235,Employment rate,Both sexes,45 to 49 years,Percentage,242,units,0,v2095022,7.10.1.15,84.9,,,,1
2019-12,Ontario,2016A000235,Employment rate,Both sexes,45 to 49 years,Percentage,242,units,0,v2095022,7.10.1.15,85.2,,,,1
2020-01,Ontario,2016A000235,Employment rate,Both sexes,45 to 49 years,Percentage,242,units,0,v2095022,7.10.1.15,85.4,,,,1
2020-02,Ontario,2016A000235,Employment rate,Both sexes,45 to 49 years,Percentage,242,units,0,v2095022,7.10.1.15,85.6,,,,1
2020-03,Ontario,2016A000235,Employment rate,Both sexes,45 to 49 years,Percentage,242,units,0,v2095022,7.10.1.15,81.0,,,,1
2020-04,Ontario,2016A000235,Employment rate,Both sexes,45 to 49 years,Percentage,242,units,0,v2095022,7.10.1.15,73.7,,,,1
2019-01,Ontario,2016A000235,Employment rate,Both sexes,50 to 54 years,Percentage,242,units,0,v2095023,7.10.1.16,82.2,,,,1
2019-02,Ontario,2016A000235,Employment rate,Both sexes,50 to 54 years,Percentage,242,units,0,v2095023,7.10.1.16,82.3,,,,1
2019-03,Ontario,2016A000235,Employment rate,Both sexes,50 to 54 years,Percentage,242,units,0,v2095023,7.10.1.16,81.3,,,,1
2019-04,Ontario,2016A000235,Employment rate,Both sexes,50 to 54 years,Percentage,242,units,0,v2095023,7.10.1.16,82.3,,,,1
2019-05,Ontario,2016A000235,Employment rate,Both sexes,50 to 54 years,Percentage,242,units,0,v2095023,7.10.1.16,83.9,,,,1
2019-06,Ontario,2016A000235,Employment rate,Both sexes,50 to 54 years,Percentage,242,units,0,v2095023,7.10.1.16,82.6,,,,1
2019-07,Ontario,2016A000235,Employment rate,Both sexes,50 to 54 years,Percentage,242,units,0,v2095023,7.10.1.16,82.9,,,,1
2019-08,Ontario,2016A000235,Employment rate,Both sexes,50 to 54 years,Percentage,242,units,0,v2095023,7.10.1.16,82.2,,,,1
2019-09,Ontario,2016A000235,Employment rate,Both sexes,50 to 54 years,Percentage,242,units,0,v2095023,7.10.1.16,83.8,,,,1
2019-10,Ontario,2016A000235,Employment rate,Both sexes,50 to 54 years,Percentage,242,units,0,v2095023,7.10.1.16,81.6,,,,1
2019-11,Ontario,2016A000235,Employment rate,Both sexes,50 to 54 years,Percentage,242,units,0,v2095023,7.10.1.16,82.4,,,,1
2019-12,Ontario,2016A000235,Employment rate,Both sexes,50 to 54 years,Percentage,242,units,0,v2095023,7.10.1.16,82.1,,,,1
2020-01,Ontario,2016A000235,Employment rate,Both sexes,50 to 54 years,Percentage,242,units,0,v2095023,7.10.1.16,80.3,,,,1
2020-02,Ontario,2016A000235,Employment rate,Both sexes,50 to 54 years,Percentage,242,units,0,v2095023,7.10.1.16,81.1,,,,1
2020-03,Ontario,2016A000235,Employment rate,Both sexes,50 to 54 years,Percentage,242,units,0,v2095023,7.10.1.16,77.3,,,,1
2020-04,Ontario,2016A000235,Employment rate,Both sexes,50 to 54 years,Percentage,242,units,0,v2095023,7.10.1.16,73.7,,,,1
2019-01,Ontario,2016A000235,Employment rate,Both sexes,55 to 59 years,Percentage,242,units,0,v2095024,7.10.1.17,71.0,,,,1
2019-02,Ontario,2016A000235,Employment rate,Both sexes,55 to 59 years,Percentage,242,units,0,v2095024,7.10.1.17,71.1,,,,1
2019-03,Ontario,2016A000235,Employment rate,Both sexes,55 to 59 years,Percentage,242,units,0,v2095024,7.10.1.17,69.9,,,,1
2019-04,Ontario,2016A000235,Employment rate,Both sexes,55 to 59 years,Percentage,242,units,0,v2095024,7.10.1.17,71.6,,,,1
2019-05,Ontario,2016A000235,Employment rate,Both sexes,55 to 59 years,Percentage,242,units,0,v2095024,7.10.1.17,72.1,,,,1
2019-06,Ontario,2016A000235,Employment rate,Both sexes,55 to 59 years,Percentage,242,units,0,v2095024,7.10.1.17,72.3,,,,1
2019-07,Ontario,2016A000235,Employment rate,Both sexes,55 to 59 years,Percentage,242,units,0,v2095024,7.10.1.17,71.0,,,,1
2019-08,Ontario,2016A000235,Employment rate,Both sexes,55 to 59 years,Percentage,242,units,0,v2095024,7.10.1.17,71.4,,,,1
2019-09,Ontario,2016A000235,Employment rate,Both sexes,55 to 59 years,Percentage,242,units,0,v2095024,7.10.1.17,73.4,,,,1
2019-10,Ontario,2016A000235,Employment rate,Both sexes,55 to 59 years,Percentage,242,units,0,v2095024,7.10.1.17,73.2,,,,1
2019-11,Ontario,2016A000235,Employment rate,Both sexes,55 to 59 years,Percentage,242,units,0,v2095024,7.10.1.17,72.8,,,,1
2019-12,Ontario,2016A000235,Employment rate,Both sexes,55 to 59 years,Percentage,242,units,0,v2095024,7.10.1.17,72.2,,,,1
2020-01,Ontario,2016A000235,Employment rate,Both sexes,55 to 59 years,Percentage,242,units,0,v2095024,7.10.1.17,72.0,,,,1
2020-02,Ontario,2016A000235,Employment rate,Both sexes,55 to 59 years,Percentage,242,units,0,v2095024,7.10.1.17,72.8,,,,1
2020-03,Ontario,2016A000235,Employment rate,Both sexes,55 to 59 years,Percentage,242,units,0,v2095024,7.10.1.17,69.6,,,,1
2020-04,Ontario,2016A000235,Employment rate,Both sexes,55 to 59 years,Percentage,242,units,0,v2095024,7.10.1.17,65.1,,,,1
2019-01,Ontario,2016A000235,Employment rate,Both sexes,60 to 64 years,Percentage,242,units,0,v2095025,7.10.1.18,53.1,,,,1
2019-02,Ontario,2016A000235,Employment rate,Both sexes,60 to 64 years,Percentage,242,units,0,v2095025,7.10.1.18,52.6,,,,1
2019-03,Ontario,2016A000235,Employment rate,Both sexes,60 to 64 years,Percentage,242,units,0,v2095025,7.10.1.18,53.8,,,,1
2019-04,Ontario,2016A000235,Employment rate,Both sexes,60 to 64 years,Percentage,242,units,0,v2095025,7.10.1.18,54.1,,,,1
2019-05,Ontario,2016A000235,Employment rate,Both sexes,60 to 64 years,Percentage,242,units,0,v2095025,7.10.1.18,55.6,,,,1
2019-06,Ontario,2016A000235,Employment rate,Both sexes,60 to 64 years,Percentage,242,units,0,v2095025,7.10.1.18,56.1,,,,1
2019-07,Ontario,2016A000235,Employment rate,Both sexes,60 to 64 years,Percentage,242,units,0,v2095025,7.10.1.18,56.1,,,,1
2019-08,Ontario,2016A000235,Employment rate,Both sexes,60 to 64 years,Percentage,242,units,0,v2095025,7.10.1.18,56.6,,,,1
2019-09,Ontario,2016A000235,Employment rate,Both sexes,60 to 64 years,Percentage,242,units,0,v2095025,7.10.1.18,58.4,,,,1
2019-10,Ontario,2016A000235,Employment rate,Both sexes,60 to 64 years,Percentage,242,units,0,v2095025,7.10.1.18,57.6,,,,1
2019-11,Ontario,2016A000235,Employment rate,Both sexes,60 to 64 years,Percentage,242,units,0,v2095025,7.10.1.18,57.6,,,,1
2019-12,Ontario,2016A000235,Employment rate,Both sexes,60 to 64 years,Percentage,242,units,0,v2095025,7.10.1.18,56.6,,,,1
2020-01,Ontario,2016A000235,Employment rate,Both sexes,60 to 64 years,Percentage,242,units,0,v2095025,7.10.1.18,56.2,,,,1
2020-02,Ontario,2016A000235,Employment rate,Both sexes,60 to 64 years,Percentage,242,units,0,v2095025,7.10.1.18,55.8,,,,1
2020-03,Ontario,2016A000235,Employment rate,Both sexes,60 to 64 years,Percentage,242,units,0,v2095025,7.10.1.18,53.8,,,,1
2020-04,Ontario,2016A000235,Employment rate,Both sexes,60 to 64 years,Percentage,242,units,0,v2095025,7.10.1.18,49.0,,,,1
2019-01,Ontario,2016A000235,Employment rate,Both sexes,65 years and over,Percentage,242,units,0,v2095026,7.10.1.19,14.5,,,,1
2019-02,Ontario,2016A000235,Employment rate,Both sexes,65 years and over,Percentage,242,units,0,v2095026,7.10.1.19,14.4,,,,1
2019-03,Ontario,2016A000235,Employment rate,Both sexes,65 years and over,Percentage,242,units,0,v2095026,7.10.1.19,14.8,,,,1
2019-04,Ontario,2016A000235,Employment rate,Both sexes,65 years and over,Percentage,242,units,0,v2095026,7.10.1.19,15.1,,,,1
2019-05,Ontario,2016A000235,Employment rate,Both sexes,65 years and over,Percentage,242,units,0,v2095026,7.10.1.19,14.6,,,,1
2019-06,Ontario,2016A000235,Employment rate,Both sexes,65 years and over,Percentage,242,units,0,v2095026,7.10.1.19,14.6,,,,1
2019-07,Ontario,2016A000235,Employment rate,Both sexes,65 years and over,Percentage,242,units,0,v2095026,7.10.1.19,13.8,,,,1
2019-08,Ontario,2016A000235,Employment rate,Both sexes,65 years and over,Percentage,242,units,0,v2095026,7.10.1.19,14.5,,,,1
2019-09,Ontario,2016A000235,Employment rate,Both sexes,65 years and over,Percentage,242,units,0,v2095026,7.10.1.19,14.9,,,,1
2019-10,Ontario,2016A000235,Employment rate,Both sexes,65 years and over,Percentage,242,units,0,v2095026,7.10.1.19,15.5,,,,1
2019-11,Ontario,2016A000235,Employment rate,Both sexes,65 years and over,Percentage,242,units,0,v2095026,7.10.1.19,15.0,,,,1
2019-12,Ontario,2016A000235,Employment rate,Both sexes,65 years and over,Percentage,242,units,0,v2095026,7.10.1.19,15.6,,,,1
2020-01,Ontario,2016A000235,Employment rate,Both sexes,65 years and over,Percentage,242,units,0,v2095026,7.10.1.19,15.4,,,,1
2020-02,Ontario,2016A000235,Employment rate,Both sexes,65 years and over,Percentage,242,units,0,v2095026,7.10.1.19,15.3,,,,1
2020-03,Ontario,2016A000235,Employment rate,Both sexes,65 years and over,Percentage,242,units,0,v2095026,7.10.1.19,14.3,,,,1
2020-04,Ontario,2016A000235,Employment rate,Both sexes,65 years and over,Percentage,242,units,0,v2095026,7.10.1.19,13.1,,,,1
2019-01,Ontario,2016A000235,Employment rate,Both sexes,65 to 69 years,Percentage,242,units,0,v2095027,7.10.1.20,27.2,,,,1
2019-02,Ontario,2016A000235,Employment rate,Both sexes,65 to 69 years,Percentage,242,units,0,v2095027,7.10.1.20,27.1,,,,1
